amplitude,path,subset,true_class
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_SIGnum_078_.mat,1,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_SIGnum_052_.mat,1,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_29_SIGnum_026_.mat,3,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_SIGnum_050_.mat,8,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_051_.mat,9,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_017_.mat,6,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_20_NOISEnum_050_.mat,5,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_SIGnum_028_.mat,6,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_97_NOISEnum_042_.mat,1,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_095_.mat,2,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_017_.mat,7,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_80_SIGnum_047_.mat,4,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_71_NOISEnum_025_.mat,2,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_76_NOISEnum_016_.mat,2,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_NOISEnum_014_.mat,9,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_NOISEnum_002_.mat,6,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_NOISEnum_042_.mat,7,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_NOISEnum_022_.mat,0,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_NOISEnum_003_.mat,1,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_39_NOISEnum_079_.mat,5,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_NOISEnum_024_.mat,0,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_SIGnum_073_.mat,8,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_024_.mat,3,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_NOISEnum_098_.mat,7,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_019_.mat,0,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_71_SIGnum_047_.mat,3,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_SIGnum_027_.mat,0,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_46_SIGnum_004_.mat,7,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_062_.mat,6,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_92_SIGnum_097_.mat,4,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_SIGnum_020_.mat,0,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_37_NOISEnum_019_.mat,9,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_78_NOISEnum_034_.mat,7,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_NOISEnum_082_.mat,0,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_086_.mat,8,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_SIGnum_048_.mat,1,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_NOISEnum_093_.mat,0,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_64_NOISEnum_016_.mat,8,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_25_NOISEnum_017_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_SIGnum_015_.mat,3,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_SIGnum_084_.mat,0,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_070_.mat,7,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_NOISEnum_037_.mat,0,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_SIGnum_077_.mat,5,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_SIGnum_033_.mat,4,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_SIGnum_020_.mat,9,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_NOISEnum_060_.mat,2,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_NOISEnum_042_.mat,3,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_37_SIGnum_061_.mat,0,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_NOISEnum_020_.mat,8,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_NOISEnum_058_.mat,9,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_25_SIGnum_085_.mat,8,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_SIGnum_062_.mat,5,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_SIGnum_069_.mat,9,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_SIGnum_011_.mat,5,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_51_SIGnum_092_.mat,9,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_SIGnum_021_.mat,8,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_NOISEnum_015_.mat,9,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_23_SIGnum_037_.mat,6,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_26_NOISEnum_005_.mat,4,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_SIGnum_067_.mat,3,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_NOISEnum_081_.mat,3,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_NOISEnum_034_.mat,5,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_NOISEnum_068_.mat,7,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_SIGnum_054_.mat,3,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_050_.mat,4,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_69_SIGnum_064_.mat,7,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_76_NOISEnum_025_.mat,5,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_SIGnum_066_.mat,3,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_NOISEnum_036_.mat,1,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_SIGnum_009_.mat,2,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_SIGnum_064_.mat,5,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_51_SIGnum_045_.mat,8,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_NOISEnum_049_.mat,0,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_047_.mat,4,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_105_SIGnum_091_.mat,1,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_NOISEnum_077_.mat,6,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_25_NOISEnum_077_.mat,4,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_58_NOISEnum_011_.mat,5,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_SIGnum_011_.mat,1,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_NOISEnum_035_.mat,6,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_SIGnum_050_.mat,4,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_104_SIGnum_086_.mat,3,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_101_NOISEnum_016_.mat,3,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_SIGnum_056_.mat,2,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_SIGnum_077_.mat,2,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_SIGnum_044_.mat,2,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_SIGnum_069_.mat,1,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_NOISEnum_094_.mat,5,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_015_.mat,0,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_SIGnum_001_.mat,3,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_099_.mat,0,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_SIGnum_035_.mat,7,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_NOISEnum_097_.mat,2,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_23_NOISEnum_023_.mat,6,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_NOISEnum_079_.mat,1,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_SIGnum_049_.mat,8,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_072_.mat,4,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_86_NOISEnum_035_.mat,0,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_87_NOISEnum_030_.mat,8,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_SIGnum_029_.mat,6,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_SIGnum_057_.mat,4,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_028_.mat,1,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_032_.mat,9,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_SIGnum_056_.mat,3,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_61_NOISEnum_056_.mat,7,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_002_.mat,8,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_99_SIGnum_053_.mat,1,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_24_SIGnum_010_.mat,6,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_71_SIGnum_054_.mat,1,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_SIGnum_021_.mat,2,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_NOISEnum_068_.mat,3,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_NOISEnum_034_.mat,9,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_91_NOISEnum_020_.mat,2,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_37_SIGnum_091_.mat,1,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_101_NOISEnum_027_.mat,3,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_28_SIGnum_013_.mat,8,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_35_NOISEnum_011_.mat,2,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_SIGnum_022_.mat,5,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_001_.mat,8,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_NOISEnum_095_.mat,0,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_NOISEnum_072_.mat,9,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_49_NOISEnum_065_.mat,5,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_36_NOISEnum_010_.mat,3,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_36_NOISEnum_082_.mat,6,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_69_SIGnum_032_.mat,1,1
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_NOISEnum_071_.mat,1,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_81_SIGnum_005_.mat,6,1
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_81_SIGnum_069_.mat,1,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_SIGnum_064_.mat,8,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_NOISEnum_058_.mat,5,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_073_.mat,7,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_092_.mat,3,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_019_.mat,3,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_SIGnum_038_.mat,3,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_SIGnum_092_.mat,9,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_86_SIGnum_087_.mat,8,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_26_NOISEnum_031_.mat,2,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_SIGnum_060_.mat,5,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_95_SIGnum_080_.mat,3,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_NOISEnum_042_.mat,2,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_NOISEnum_060_.mat,9,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_57_SIGnum_068_.mat,1,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_104_SIGnum_098_.mat,2,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_SIGnum_021_.mat,0,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_39_SIGnum_055_.mat,5,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_049_.mat,3,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_032_.mat,3,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_SIGnum_003_.mat,8,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_NOISEnum_004_.mat,7,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_056_.mat,0,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_SIGnum_069_.mat,7,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_NOISEnum_008_.mat,8,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_NOISEnum_019_.mat,0,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_52_NOISEnum_016_.mat,4,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_26_SIGnum_062_.mat,0,1
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_SIGnum_031_.mat,4,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_96_SIGnum_014_.mat,3,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_SIGnum_058_.mat,5,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_SIGnum_091_.mat,6,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_NOISEnum_071_.mat,2,0
5.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.005e-22/GREYfiles_90_SIGnum_062_.mat,3,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_SIGnum_050_.mat,6,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_NOISEnum_073_.mat,4,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_46_NOISEnum_070_.mat,7,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_NOISEnum_084_.mat,5,0
8e-25,./raw data/simulated signal on gaussian white noise background/0.008e-22/GREYfiles_82_SIGnum_015_.mat,6,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_NOISEnum_071_.mat,9,0
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_27_SIGnum_050_.mat,4,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_065_.mat,8,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_NOISEnum_036_.mat,0,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_NOISEnum_040_.mat,4,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_039_.mat,7,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_NOISEnum_019_.mat,1,0
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_62_SIGnum_013_.mat,1,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_NOISEnum_009_.mat,8,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_48_SIGnum_028_.mat,1,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_NOISEnum_098_.mat,5,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_SIGnum_034_.mat,4,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_44_NOISEnum_080_.mat,8,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_77_SIGnum_088_.mat,2,1
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_70_NOISEnum_095_.mat,2,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_22_SIGnum_048_.mat,5,1
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_45_NOISEnum_030_.mat,5,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_21_SIGnum_095_.mat,2,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_84_NOISEnum_091_.mat,8,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_94_NOISEnum_038_.mat,2,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_SIGnum_096_.mat,4,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_070_.mat,7,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_23_NOISEnum_067_.mat,4,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_89_NOISEnum_069_.mat,0,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_35_SIGnum_012_.mat,9,1
8.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.08e-22/GREYfiles_25_NOISEnum_058_.mat,1,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_34_SIGnum_006_.mat,4,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_101_NOISEnum_071_.mat,8,0
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_85_SIGnum_008_.mat,0,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_084_.mat,5,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_49_NOISEnum_016_.mat,2,0
6e-24,./raw data/simulated signal on gaussian white noise background/0.06e-22/GREYfiles_47_NOISEnum_095_.mat,9,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_NOISEnum_069_.mat,3,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_102_NOISEnum_052_.mat,7,0
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_SIGnum_098_.mat,4,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_55_NOISEnum_009_.mat,8,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_51_SIGnum_059_.mat,7,1
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_38_NOISEnum_054_.mat,8,0
1.0000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.01e-22/GREYfiles_72_SIGnum_031_.mat,5,1
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_20_NOISEnum_055_.mat,4,0
1.0000000000000001e-23,./raw data/simulated signal on gaussian white noise background/0.1e-22/GREYfiles_50_SIGnum_001_.mat,0,1
9e-25,./raw data/simulated signal on gaussian white noise background/0.009e-22/GREYfiles_88_SIGnum_075_.mat,5,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_65_SIGnum_085_.mat,5,1
7e-25,./raw data/simulated signal on gaussian white noise background/0.007e-22/GREYfiles_98_NOISEnum_091_.mat,3,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_103_NOISEnum_084_.mat,4,0
7.000000000000001e-24,./raw data/simulated signal on gaussian white noise background/0.07e-22/GREYfiles_39_NOISEnum_001_.mat,2,0
9e-24,./raw data/simulated signal on gaussian white noise background/0.09e-22/GREYfiles_23_NOISEnum_072_.mat,9,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_79_NOISEnum_035_.mat,4,0
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_54_NOISEnum_066_.mat,8,0
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_SIGnum_054_.mat,8,1
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_74_SIGnum_068_.mat,4,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_56_SIGnum_085_.mat,2,1
4.0000000000000004e-24,./raw data/simulated signal on gaussian white noise background/0.04e-22/GREYfiles_59_SIGnum_068_.mat,9,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_68_NOISEnum_029_.mat,6,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_77_NOISEnum_036_.mat,8,0
2.0000000000000002e-24,./raw data/simulated signal on gaussian white noise background/0.02e-22/GREYfiles_75_SIGnum_083_.mat,6,1
6.0000000000000005e-25,./raw data/simulated signal on gaussian white noise background/0.006e-22/GREYfiles_106_SIGnum_014_.mat,0,1
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_66_NOISEnum_046_.mat,5,0
3e-24,./raw data/simulated signal on gaussian white noise background/0.03e-22/GREYfiles_67_SIGnum_032_.mat,8,1
5.0000000000000005e-24,./raw data/simulated signal on gaussian white noise background/0.05e-22/GREYfiles_60_NOISEnum_079_.mat,5,0
